product_id,line_id,weight,length,thickness,temperature,vibration,humidity,shift,is_defect
PRD-020,Line Gamma,35.549,26.169,3.844,67.562,2.565,88.78,3,1
PRD-003,Line Gamma,57.768,72.723,14.397,24.47,4.548,32.716,2,0
PRD-015,Line Beta,15.352,119.992,10.716,61.7,1.609,68.608,1,0
PRD-001,Line Gamma,21.474,75.187,11.551,61.841,4.853,20.967,3,0
PRD-011,Line Beta,26.347,34.237,3.003,94.864,7.107,54.785,1,1
PRD-008,Line Alpha,15.454,118.567,11.896,61.374,3.782,64.997,3,0
PRD-004,Line Gamma,13.861,107.537,8.133,87.322,4.736,58.031,3,1
PRD-014,Line Alpha,13.867,109.354,12.958,67.04,3.191,39.747,2,0
PRD-018,Line Beta,31.7,35.383,6.178,22.798,3.875,42.788,2,0
PRD-018,Line Gamma,23.478,27.557,11.039,63.878,1.026,79.851,3,1
PRD-007,Line Alpha,20.691,77.929,11.1,39.473,0.535,81.113,1,0
PRD-014,Line Alpha,49.185,56.385,5.278,38.723,4.284,67.217,3,1
PRD-011,Line Gamma,36.264,57.907,14.997,81.8,3.304,69.65,2,1
PRD-004,Line Alpha,21.414,23.042,9.776,94.294,6.179,80.766,1,1
PRD-009,Line Alpha,50.677,74.255,13.088,36.587,6.091,79.927,2,0
PRD-003,Line Alpha,21.132,27.405,9.03,67.297,0.756,60.191,3,0
PRD-005,Line Beta,50.81,68.111,12.266,84.92,1.868,89.808,1,0
PRD-015,Line Beta,41.643,82.362,17.191,83.248,2.934,22.519,1,0
PRD-007,Line Beta,31.482,25.422,2.512,72.401,1.195,50.506,2,0
PRD-005,Line Gamma,44.176,17.59,10.052,66.521,2.309,31.446,2,0
PRD-013,Line Beta,19.073,78.629,11.188,36.753,3.088,59.464,3,0
PRD-007,Line Beta,39.802,37.372,17.505,55.424,2.441,87.539,1,0
PRD-013,Line Beta,51.78,82.046,17.427,60.363,6.673,83.217,2,0
PRD-004,Line Alpha,23.111,75.335,14.522,31.209,4.505,70.085,3,0
PRD-016,Line Gamma,45.47,89.934,4.997,41.016,1.395,65.159,3,0
PRD-009,Line Beta,46.033,88.758,4.131,25.459,1.011,74.686,2,0
PRD-017,Line Beta,20.459,39.68,7.745,26.426,5.118,42.306,1,0
PRD-009,Line Gamma,52.264,39.688,13.909,92.209,3.603,83.226,1,1
PRD-004,Line Beta,36.905,61.553,15.403,68.03,5.917,47.62,2,0
PRD-012,Line Alpha,34.575,76.306,3.804,67.839,5.785,32.136,3,0
PRD-003,Line Alpha,53.692,26.726,5.929,53.917,5.345,36.261,2,1
PRD-003,Line Alpha,50.701,86.496,3.892,89.307,6.986,28.199,2,0
PRD-007,Line Gamma,52.653,70.951,4.661,44.085,1.174,58.621,3,0
PRD-005,Line Gamma,32.858,66.221,8.236,37.643,1.415,34.117,1,0
PRD-015,Line Gamma,44.659,59.674,3.566,32.598,3.285,57.534,1,1
PRD-009,Line Gamma,56.751,16.465,8.73,23.245,3.039,76.021,3,1
PRD-007,Line Beta,33.713,53.911,5.968,51.249,4.778,87.124,3,1
PRD-004,Line Gamma,51.608,53.634,13.641,34.901,4.629,24.337,2,0
PRD-017,Line Alpha,28.189,86.146,6.972,67.941,6.152,71.044,2,0
PRD-011,Line Gamma,47.426,111.861,17.459,74.231,5.849,47.531,1,1
PRD-004,Line Beta,55.543,49.966,5.255,57.316,1.27,84.628,1,1
PRD-005,Line Gamma,21.936,34.921,14.776,60.921,4.814,21.326,2,1
PRD-007,Line Alpha,48.123,16.006,8.195,36.828,3.295,61.135,3,0
PRD-006,Line Beta,40.356,42.711,12.322,71.146,5.178,58.534,3,0
PRD-013,Line Alpha,39.796,112.149,15.889,60.748,4.532,38.286,1,0
PRD-005,Line Gamma,45.508,55.312,4.048,27.793,1.856,46.03,2,0
PRD-011,Line Alpha,23.876,111.565,9.334,76.993,5.097,58.273,3,1
PRD-009,Line Alpha,18.997,16.617,9.013,49.84,4.255,55.855,1,0
PRD-001,Line Alpha,21.873,63.556,3.738,58.726,5.376,33.363,3,0
PRD-004,Line Beta,24.027,102.501,6.101,84.316,6.921,35.339,3,0
PRD-019,Line Alpha,51.319,17.868,15.492,68.605,1.881,68.193,1,0
PRD-012,Line Gamma,17.715,87.619,14.45,86.922,1.817,54.515,2,0
PRD-003,Line Alpha,26.214,79.119,4.094,73.342,3.95,42.336,2,0
PRD-020,Line Beta,12.578,23.831,3.415,69.246,6.834,77.282,2,0
PRD-018,Line Gamma,33.417,16.316,17.343,57.879,1.819,54.693,1,0
PRD-019,Line Gamma,53.449,17.221,5.621,36.808,4.961,80.732,1,1
PRD-018,Line Gamma,22.731,28.01,5.19,56.637,0.764,34.577,3,0
PRD-006,Line Beta,43.315,37.254,14.654,23.404,4.563,86.767,1,1
PRD-020,Line Alpha,25.291,104.362,7.826,89.544,1.55,34.163,1,0
PRD-018,Line Beta,50.364,93.921,15.146,48.923,6.569,84.21,1,0
PRD-005,Line Beta,38.528,66.374,3.214,88.695,1.71,54.453,1,0
PRD-005,Line Gamma,43.264,84.711,14.715,92.459,4.832,29.41,3,1
PRD-011,Line Gamma,13.229,119.317,13.29,49.774,3.532,82.242,3,0
PRD-014,Line Gamma,26.963,21.498,6.615,82.633,5.922,56.541,1,0
PRD-005,Line Gamma,30.268,43.015,15.645,46.037,3.905,85.515,2,0
PRD-003,Line Alpha,23.007,95.869,4.493,26.583,5.416,63.834,3,0
PRD-002,Line Beta,20.906,94.413,17.692,69.451,2.518,78.508,1,0
PRD-008,Line Gamma,37.85,66.678,6.338,51.919,1.62,70.247,3,0
PRD-010,Line Alpha,51.541,51.853,16.482,70.876,1.464,79.662,3,0
PRD-016,Line Alpha,23.884,115.203,5.622,56.797,6.14,85.783,1,0
PRD-002,Line Alpha,40.226,84.593,14.68,54.68,4.898,51.369,2,0
PRD-010,Line Gamma,16.848,61.241,11.473,30.244,0.903,46.156,1,0
PRD-012,Line Gamma,30.182,44.614,15.559,76.029,2.237,63.137,2,0
PRD-014,Line Gamma,29.595,89.075,12.283,47.953,3.352,83.647,2,0
PRD-005,Line Alpha,32.312,31.551,3.397,39.875,2.184,79.184,2,0
PRD-012,Line Beta,48.625,94.784,8.332,80.167,4.97,73.237,1,0
PRD-020,Line Gamma,37.585,24.519,12.197,76.371,0.681,59.278,1,0
PRD-002,Line Beta,47.887,53.192,2.757,70.405,2.033,48.961,1,0
PRD-010,Line Gamma,51.994,115.067,2.226,52.67,3.495,38.481,1,1
PRD-014,Line Gamma,55.161,65.32,4.868,57.647,2.607,75.406,3,0
PRD-007,Line Gamma,51.7,100.323,12.552,78.851,1.299,40.071,2,1
PRD-012,Line Gamma,34.015,22.56,5.11,32.124,4.085,77.763,3,0
PRD-009,Line Beta,21.219,29.054,10.649,70.326,6.388,86.59,3,0
PRD-016,Line Beta,37.084,66.996,13.054,61.533,1.311,74.396,1,0
PRD-018,Line Alpha,53.115,15.522,4.905,67.081,3.462,68.242,3,0
PRD-014,Line Beta,16.8,98.613,14.891,93.84,1.018,46.534,3,1
PRD-009,Line Gamma,19.066,49.366,5.124,70.97,2.395,54.168,1,0
PRD-011,Line Alpha,53.766,66.977,14.337,26.095,5.899,70.47,3,1
PRD-005,Line Beta,41.328,101.521,12.607,31.199,4.442,37.273,3,0
PRD-015,Line Alpha,36.831,72.798,4.16,29.579,1.453,54.787,2,0
PRD-005,Line Gamma,19.383,85.083,17.052,38.655,5.091,26.666,1,1
PRD-006,Line Beta,57.288,108.936,6.553,24.918,3.053,78.154,2,1
PRD-009,Line Beta,18.815,79.882,17.514,66.629,4.241,77.055,2,0
PRD-010,Line Alpha,13.768,69.739,9.687,82.421,1.047,41.032,1,0
PRD-006,Line Beta,29.254,94.867,16.494,34.921,4.05,20.762,1,0
PRD-001,Line Beta,20.621,24.569,13.147,91.014,0.87,59.72,3,0
PRD-014,Line Beta,19.536,110.74,2.073,37.409,2.51,53.741,1,1
PRD-008,Line Beta,22.763,51.768,9.918,85.412,3.692,48.85,1,0
PRD-009,Line Gamma,57.736,74.835,12.29,24.95,2.005,62.166,3,0
PRD-016,Line Beta,55.709,40.181,13.733,37.232,3.747,67.464,1,1
PRD-001,Line Gamma,49.072,115.724,6.154,48.423,2.561,34.509,1,1
PRD-014,Line Gamma,37.489,85.114,17.32,61.217,2.961,31.036,3,0
PRD-014,Line Beta,14.136,24.352,15.195,65.438,4.227,31.595,3,0
PRD-014,Line Gamma,50.408,77.801,16.858,48.174,2.857,85.251,1,0
PRD-019,Line Gamma,43.103,56.896,17.94,51.024,3.721,39.707,3,1
PRD-011,Line Gamma,56.201,67.509,12.307,34.38,3.271,45.743,1,0
PRD-017,Line Alpha,43.188,110.373,6.064,34.9,5.507,89.769,2,0
PRD-017,Line Alpha,12.036,61.455,4.717,79.103,4.247,71.975,3,0
PRD-010,Line Gamma,23.03,22.672,16.764,91.158,3.771,82.473,1,0
PRD-002,Line Alpha,42.671,95.504,14.451,29.96,1.037,63.845,3,1
PRD-018,Line Gamma,46.674,47.027,15.778,60.379,1.675,67.94,1,0
PRD-007,Line Alpha,15.678,40.692,3.485,90.873,0.96,21.602,2,1
PRD-016,Line Gamma,40.397,56.672,4.364,60.536,6.991,55.386,1,0
PRD-011,Line Gamma,39.173,56.892,7.613,38.839,6.433,53.923,3,0
PRD-002,Line Gamma,19.223,37.141,7.119,26.215,6.321,59.622,3,0
PRD-008,Line Alpha,51.047,63.266,10.074,50.613,5.198,64.319,2,0
PRD-015,Line Gamma,16.071,119.966,5.46,32.632,1.902,59.042,1,0
PRD-019,Line Beta,54.039,99.57,6.381,38.424,4.869,50.728,1,0
PRD-016,Line Beta,12.342,61.731,8.869,42.869,5.036,39.876,3,0
PRD-010,Line Beta,42.489,26.922,4.523,82.039,2.353,87.439,2,1
PRD-014,Line Alpha,44.456,81.931,13.113,40.881,4.077,87.237,3,1
PRD-020,Line Beta,13.258,108.533,14.358,24.251,2.441,65.553,2,0
PRD-004,Line Beta,23.287,110.317,16.929,73.941,5.429,37.44,3,0
PRD-018,Line Beta,33.149,16.7,3.648,71.29,2.898,55.424,1,0
PRD-007,Line Beta,44.806,118.362,10.058,77.696,5.736,46.429,1,0
PRD-007,Line Alpha,27.853,103.073,16.032,60.698,6.144,60.431,3,0
PRD-007,Line Alpha,39.276,22.866,11.987,75.832,2.004,41.139,2,0
PRD-001,Line Alpha,43.267,58.451,17.269,47.304,2.338,30.322,2,1
PRD-014,Line Beta,30.2,86.219,7.413,62.108,0.931,37.019,1,0
PRD-009,Line Alpha,48.973,41.257,6.411,44.577,1.089,80.625,1,0
PRD-007,Line Gamma,51.086,33.702,10.777,89.537,3.228,25.152,2,0
PRD-018,Line Alpha,38.871,46.908,11.606,45.219,6.395,77.112,2,0
PRD-010,Line Gamma,39.133,80.574,9.366,75.951,4.178,55.259,3,0
PRD-012,Line Beta,24.008,16.962,8.677,64.721,6.522,53.843,2,0
PRD-012,Line Beta,48.724,109.885,8.056,56.098,3.68,37.712,1,0
PRD-019,Line Alpha,38.902,119.587,11.902,63.102,4.819,37.603,1,0
PRD-012,Line Beta,43.291,95.46,11.852,87.213,1.249,54.412,3,0
PRD-005,Line Alpha,56.781,27.972,12.716,22.965,4.069,28.723,2,0
PRD-016,Line Beta,42.296,100.439,9.763,23.518,1.338,65.031,3,0
PRD-012,Line Beta,14.609,28.536,9.543,29.795,6.332,55.661,3,0
PRD-005,Line Beta,42.586,26.104,3.172,65.042,4.24,30.972,2,0
PRD-016,Line Beta,36.823,116.409,12.769,61.556,3.115,36.478,2,0
PRD-018,Line Gamma,49.204,47.974,15.631,87.664,5.785,72.089,2,1
PRD-013,Line Alpha,36.393,17.154,14.741,55.502,5.531,79.367,3,0
PRD-005,Line Gamma,44.562,94.331,14.234,88.186,7.117,43.245,3,1
PRD-006,Line Alpha,46.81,15.048,17.044,75.549,7.136,20.268,2,0
PRD-004,Line Beta,37.157,30.557,2.822,20.051,4.926,71.286,3,0
PRD-012,Line Alpha,22.942,58.098,11.065,88.018,5.37,41.275,1,1
PRD-010,Line Gamma,14.351,22.19,9.275,63.422,3.025,43.567,2,0
PRD-010,Line Alpha,36.051,57.783,11.378,30.335,3.903,36.909,1,0
PRD-013,Line Beta,47.518,44.139,4.517,80.525,6.393,63.342,3,0
PRD-010,Line Beta,55.364,20.715,13.978,94.732,2.256,77.118,3,1
PRD-001,Line Alpha,45.885,80.192,7.805,26.126,6.594,25.652,1,0
PRD-010,Line Alpha,14.805,97.452,16.442,75.217,1.923,23.177,3,0
PRD-017,Line Beta,43.974,87.531,5.751,86.134,1.388,52.337,3,1
PRD-001,Line Gamma,35.947,33.062,14.718,28.376,6.617,89.68,1,0
PRD-020,Line Gamma,35.303,62.338,2.458,39.321,5.312,49.837,1,0
PRD-008,Line Gamma,44.236,106.756,16.466,50.364,7.139,54.575,2,0
PRD-013,Line Gamma,28.995,49.546,3.331,79.306,5.264,30.776,3,0
PRD-010,Line Beta,49.176,52.283,2.115,79.903,4.166,27.693,3,0
PRD-007,Line Beta,54.954,31.704,12.791,82.259,1.496,44.624,1,1
PRD-010,Line Alpha,21.004,64.887,15.633,75.663,0.695,69.266,3,0
PRD-001,Line Gamma,13.642,79.36,12.728,40.472,6.455,40.629,2,0
PRD-003,Line Beta,38.375,94.462,11.105,60.095,3.476,29.315,1,0
PRD-017,Line Beta,23.911,103.385,16.519,48.447,1.505,52.676,3,0
PRD-001,Line Gamma,47.697,37.322,4.351,37.674,4.643,29.899,2,0
PRD-004,Line Alpha,18.64,41.886,3.436,91.815,5.077,55.642,1,1
PRD-011,Line Alpha,41.271,50.421,14.914,59.571,0.711,58.95,2,0
PRD-016,Line Beta,39.887,59.425,11.542,78.701,4.326,34.701,1,0
PRD-020,Line Gamma,50.464,101.465,10.965,62.035,5.772,76.736,1,0
PRD-004,Line Alpha,36.358,44.256,11.616,67.205,1.822,50.005,2,0
PRD-002,Line Gamma,17.069,112.407,5.992,94.535,1.903,70.635,2,1
PRD-011,Line Alpha,54.081,117.075,5.605,62.876,0.989,56.63,1,0
PRD-004,Line Gamma,55.71,51.123,8.76,35.576,6.152,56.983,1,0
PRD-001,Line Alpha,21.383,74.67,17.136,70.679,2.281,81.824,3,0
PRD-005,Line Gamma,52.362,85.072,7.849,20.205,4.858,58.055,1,0
PRD-008,Line Beta,24.371,116.48,7.792,35.29,1.681,71.889,1,0
PRD-019,Line Alpha,32.894,114.211,6.146,84.258,2.627,57.11,3,0
PRD-006,Line Beta,24.297,76.123,14.279,89.86,2.094,71.547,3,0
PRD-020,Line Alpha,48.591,48.282,8.121,92.275,1.302,34.099,3,1
PRD-001,Line Alpha,27.212,90.805,12.173,39.796,1.411,26.366,1,0
PRD-018,Line Beta,46.214,73.905,4.53,79.377,5.817,75.395,1,1
PRD-012,Line Alpha,49.9,77.273,6.243,90.555,5.274,64.825,1,1
PRD-019,Line Gamma,41.872,75.808,10.035,32.612,3.272,20.693,3,0
PRD-005,Line Gamma,19.786,49.658,13.886,23.329,6.374,79.795,3,0
PRD-009,Line Gamma,50.877,30.173,17.764,57.997,3.218,54.623,2,0
PRD-005,Line Beta,18.959,78.419,13.583,43.191,2.443,79.588,1,0
PRD-003,Line Beta,14.901,105.216,2.286,52.494,2.801,61.279,3,0
PRD-009,Line Alpha,46.243,55.274,15.388,79.616,1.543,31.828,3,0
PRD-008,Line Beta,14.936,16.208,16.569,56.754,4.056,25.449,1,0
PRD-014,Line Alpha,57.89,85.405,7.772,87.0,6.189,73.128,1,1
PRD-011,Line Alpha,51.129,69.351,4.127,24.278,5.805,59.305,3,0
PRD-020,Line Alpha,54.079,89.243,12.568,42.041,3.703,86.985,1,0
PRD-019,Line Gamma,18.946,36.066,14.425,34.931,6.447,36.481,2,1
PRD-002,Line Gamma,23.133,117.724,4.888,50.729,2.481,84.221,1,0
PRD-009,Line Alpha,34.054,22.667,8.857,22.773,4.889,28.824,2,0
PRD-004,Line Alpha,28.256,115.167,9.477,56.239,4.832,87.567,2,0
PRD-005,Line Gamma,28.186,49.664,7.952,51.975,4.016,30.86,3,0
PRD-001,Line Beta,22.104,59.963,5.007,37.128,4.514,29.543,3,0
PRD-010,Line Beta,47.157,64.859,14.051,28.859,1.198,23.967,3,0
PRD-004,Line Gamma,34.771,24.324,2.383,56.176,2.989,84.394,3,0
PRD-014,Line Gamma,32.38,118.018,4.121,59.43,4.064,54.033,2,0
PRD-013,Line Beta,28.689,20.197,7.311,90.748,3.816,68.872,3,0
PRD-005,Line Beta,25.309,15.315,8.175,73.237,1.813,32.781,1,0
PRD-011,Line Beta,17.378,115.406,8.154,34.233,4.852,23.882,3,0
PRD-008,Line Gamma,56.412,41.361,15.58,34.841,1.687,64.37,3,0
PRD-007,Line Beta,32.572,113.573,17.25,32.073,0.972,50.869,3,0
PRD-009,Line Alpha,52.284,55.18,4.367,50.5,1.62,82.357,3,0
PRD-001,Line Beta,45.919,116.385,5.766,87.36,3.808,58.002,2,0
PRD-007,Line Gamma,52.234,24.804,17.513,76.894,1.021,64.789,1,0
PRD-014,Line Beta,55.872,79.334,9.852,93.448,2.032,81.187,2,0
PRD-013,Line Alpha,48.604,30.281,10.411,78.911,2.107,53.939,3,0
PRD-013,Line Alpha,22.081,82.561,13.037,89.82,4.495,81.085,2,0
PRD-019,Line Alpha,35.965,65.904,16.118,23.527,4.529,59.33,1,0
PRD-015,Line Alpha,57.699,118.63,10.524,94.662,4.909,72.266,2,1
PRD-014,Line Alpha,49.12,31.994,13.296,45.251,3.868,46.404,3,0
PRD-010,Line Alpha,21.48,15.581,16.533,39.303,6.332,66.544,1,0
PRD-019,Line Beta,12.619,86.915,16.485,63.343,1.546,65.338,2,0
PRD-010,Line Alpha,46.248,62.896,17.867,47.488,6.789,42.053,1,1
PRD-016,Line Alpha,14.087,81.474,4.566,89.59,1.037,36.112,1,0
PRD-002,Line Beta,21.818,109.852,14.927,30.651,1.79,22.895,2,0
PRD-001,Line Beta,27.891,67.304,11.492,73.161,3.299,51.306,2,0
PRD-002,Line Beta,57.071,79.176,3.57,90.417,6.592,76.822,3,1
PRD-014,Line Beta,48.21,102.325,10.116,79.491,3.62,59.99,3,0
PRD-011,Line Beta,27.821,45.119,10.313,54.118,4.603,30.612,2,0
PRD-003,Line Beta,15.486,103.068,17.507,79.381,3.502,59.071,2,0
PRD-017,Line Beta,56.066,29.51,5.252,59.587,1.152,24.603,1,1
PRD-004,Line Gamma,51.187,20.568,16.892,35.568,5.731,22.239,3,0
PRD-014,Line Gamma,37.856,69.526,14.704,58.36,4.658,35.533,2,0
PRD-016,Line Alpha,55.152,47.985,11.58,77.15,1.814,33.717,3,1
PRD-015,Line Beta,13.125,71.726,14.027,52.487,4.181,32.384,2,1
PRD-007,Line Beta,43.458,99.528,10.822,94.468,4.961,64.796,2,1
PRD-020,Line Alpha,30.779,61.892,12.82,61.46,5.078,84.135,3,1
PRD-020,Line Beta,54.145,66.113,16.741,46.479,3.473,35.954,3,0
PRD-004,Line Gamma,53.049,23.301,13.026,38.419,1.836,56.068,3,0
PRD-010,Line Beta,48.195,65.842,15.817,72.877,1.539,38.398,3,0
PRD-008,Line Beta,44.168,51.148,16.936,92.233,4.514,67.13,1,0
PRD-013,Line Beta,43.078,46.698,4.948,29.015,4.525,47.06,1,0
PRD-014,Line Gamma,28.075,53.766,12.484,37.07,5.619,76.922,3,0
PRD-007,Line Gamma,25.222,31.151,6.119,80.201,6.739,39.203,1,0
PRD-011,Line Beta,50.722,88.537,9.842,73.969,3.718,42.722,2,1
PRD-015,Line Gamma,27.497,113.633,4.658,54.879,5.082,60.151,1,0
PRD-008,Line Gamma,12.559,112.596,5.116,61.622,5.331,64.339,2,0
PRD-012,Line Beta,30.664,18.717,14.031,58.947,6.969,66.911,2,0
PRD-014,Line Beta,15.328,15.35,12.425,89.41,4.481,37.299,1,0
PRD-008,Line Gamma,33.403,108.213,14.453,28.004,5.78,51.314,2,0
PRD-014,Line Gamma,50.245,50.933,6.146,70.256,1.677,52.772,1,0
PRD-003,Line Beta,24.402,98.459,12.934,60.433,6.291,54.374,3,0
PRD-013,Line Alpha,28.349,63.563,3.653,81.576,4.392,63.592,1,0
PRD-019,Line Gamma,37.066,25.427,11.4,71.753,4.55,39.331,1,0
PRD-001,Line Gamma,25.167,62.483,10.331,41.779,2.732,51.39,1,1
PRD-020,Line Beta,43.963,59.887,7.483,21.656,5.55,41.581,1,0
PRD-014,Line Beta,19.697,31.609,15.716,85.674,1.117,49.878,2,1
PRD-015,Line Gamma,30.666,43.512,8.459,88.952,4.131,65.222,2,0
PRD-013,Line Beta,50.44,44.932,4.513,21.561,6.366,71.251,2,1
PRD-011,Line Beta,33.423,62.385,16.358,71.348,4.283,72.98,3,0
PRD-005,Line Beta,33.419,76.921,8.454,70.343,1.639,77.272,3,0
PRD-005,Line Gamma,15.968,98.866,6.105,23.248,5.486,47.026,1,0
PRD-016,Line Beta,49.171,88.972,9.412,56.774,5.109,44.868,1,0
PRD-014,Line Gamma,20.39,116.493,10.89,85.559,4.43,77.917,2,0
PRD-018,Line Alpha,25.299,113.142,7.096,54.529,3.739,39.883,2,0
PRD-007,Line Alpha,48.095,18.39,14.655,93.407,0.581,72.066,1,1
PRD-004,Line Beta,22.069,116.563,3.157,34.791,7.092,75.9,2,0
PRD-016,Line Alpha,15.354,113.323,5.599,69.562,6.607,38.146,3,0
PRD-008,Line Gamma,29.756,83.832,8.011,38.595,1.519,48.729,1,0
PRD-012,Line Beta,19.047,114.251,11.246,83.896,2.732,43.671,1,0
PRD-020,Line Beta,18.501,21.282,12.455,46.409,5.515,27.427,3,0
PRD-004,Line Gamma,53.924,28.342,7.618,47.848,5.073,24.075,3,0
PRD-014,Line Alpha,46.57,67.894,12.988,90.82,4.028,74.41,1,0
PRD-009,Line Alpha,29.09,108.339,3.711,65.474,2.278,34.55,2,0
PRD-011,Line Alpha,27.094,63.002,11.081,44.863,7.176,46.08,3,0
PRD-014,Line Alpha,35.534,45.868,12.956,20.206,4.851,27.7,2,0
PRD-007,Line Beta,54.18,54.76,10.845,68.902,2.966,43.54,2,0
PRD-018,Line Beta,52.817,33.957,16.606,94.379,3.958,43.283,3,1
PRD-001,Line Alpha,38.22,37.03,5.028,92.517,6.512,77.135,1,1
PRD-020,Line Beta,28.906,51.836,3.234,22.329,0.96,52.442,3,0
PRD-020,Line Beta,40.051,36.948,10.378,34.444,5.212,51.701,1,0
PRD-012,Line Beta,23.814,26.832,7.49,42.671,3.446,25.243,2,0
PRD-018,Line Alpha,16.254,75.759,13.361,20.924,4.957,34.048,2,0
PRD-013,Line Alpha,50.047,106.745,16.836,60.659,1.736,68.415,3,1
PRD-010,Line Beta,34.132,103.965,5.791,72.897,3.143,76.667,1,1
PRD-016,Line Gamma,44.006,27.152,13.292,53.156,3.021,68.299,2,0
PRD-016,Line Alpha,56.563,116.479,9.35,62.153,1.451,28.477,3,0
PRD-017,Line Alpha,34.331,72.54,7.231,43.582,7.142,25.957,3,0
PRD-006,Line Alpha,34.757,77.872,6.776,51.88,6.935,41.165,3,0
PRD-004,Line Gamma,35.455,24.214,17.164,36.619,6.466,31.298,1,0
PRD-013,Line Gamma,21.329,25.56,9.853,78.948,5.958,88.697,2,0
PRD-008,Line Beta,38.233,119.626,9.694,93.355,5.016,38.6,1,0
PRD-007,Line Alpha,31.216,62.628,4.706,27.643,1.854,79.951,2,1
PRD-008,Line Beta,20.388,80.774,5.436,65.106,3.809,32.075,3,0
PRD-004,Line Alpha,23.473,84.751,17.271,86.693,4.302,58.367,1,0
PRD-013,Line Alpha,12.258,72.39,3.845,72.197,1.466,48.589,1,0
PRD-018,Line Alpha,44.284,50.554,13.255,64.216,5.462,45.696,3,0
PRD-015,Line Beta,30.577,66.178,6.811,67.684,1.242,38.962,3,0
PRD-020,Line Gamma,51.192,63.139,15.702,36.586,1.892,51.181,3,0
PRD-008,Line Alpha,43.661,71.413,14.051,32.891,5.266,71.188,2,0
PRD-003,Line Alpha,29.897,97.512,2.154,83.855,4.101,32.574,3,1
PRD-013,Line Gamma,31.432,109.071,9.559,44.86,2.651,55.33,3,0
PRD-001,Line Alpha,48.064,92.513,5.288,52.607,6.791,37.638,1,0
PRD-020,Line Gamma,29.164,39.212,8.797,72.841,3.533,71.473,2,0
PRD-012,Line Alpha,52.881,118.734,15.756,56.89,1.052,86.694,1,0
PRD-013,Line Gamma,16.462,105.672,15.027,33.546,6.419,24.372,3,0
PRD-004,Line Beta,39.926,67.711,17.029,22.636,5.994,54.478,1,0
PRD-002,Line Gamma,22.696,84.025,5.327,90.39,1.016,21.768,2,0
PRD-009,Line Alpha,55.939,26.483,11.637,47.623,5.096,75.008,3,0
PRD-005,Line Alpha,19.378,78.487,3.069,75.352,1.261,80.016,3,0
PRD-002,Line Alpha,49.127,100.732,4.359,57.046,6.007,72.154,2,0
PRD-018,Line Gamma,17.746,57.626,10.437,39.257,6.169,45.038,1,0
PRD-019,Line Gamma,33.21,95.159,16.605,60.41,0.64,79.256,1,0
PRD-011,Line Alpha,40.317,96.876,8.526,49.646,3.04,27.931,3,1
PRD-005,Line Gamma,43.903,61.352,4.706,36.448,1.607,35.331,3,0
PRD-015,Line Beta,56.358,119.576,11.432,66.627,0.881,56.332,1,0
PRD-012,Line Beta,15.457,102.537,2.081,93.81,1.318,60.377,1,1
PRD-013,Line Beta,39.754,35.335,9.411,24.486,2.896,52.862,1,0
PRD-001,Line Gamma,41.095,89.309,13.969,44.465,1.734,30.09,1,0
PRD-014,Line Gamma,20.942,73.535,3.581,20.786,1.627,21.698,2,1
PRD-011,Line Gamma,19.434,107.633,16.351,55.735,1.171,76.856,3,0
PRD-014,Line Beta,35.812,33.875,16.796,90.15,1.04,51.486,3,0
PRD-005,Line Beta,51.197,111.763,7.302,36.603,0.566,73.917,3,0
PRD-018,Line Alpha,26.407,105.182,5.552,55.326,2.293,28.325,1,0
PRD-012,Line Beta,24.986,58.321,5.331,90.292,6.562,78.426,1,0
PRD-011,Line Gamma,23.302,18.924,2.737,69.819,3.891,39.782,1,0
PRD-018,Line Gamma,52.311,37.135,7.081,93.39,3.465,42.105,2,0
PRD-003,Line Alpha,15.498,32.852,10.008,81.696,4.4,77.806,3,1
PRD-006,Line Beta,25.397,19.879,5.582,45.514,3.819,85.989,1,0
PRD-013,Line Alpha,30.593,95.183,6.042,72.275,1.879,66.12,2,0
PRD-002,Line Alpha,17.971,30.448,16.004,41.335,5.851,28.825,2,0
PRD-003,Line Alpha,35.009,110.851,10.638,38.925,1.471,27.578,2,0
PRD-004,Line Alpha,51.613,46.155,8.349,48.663,2.279,69.823,1,0
PRD-012,Line Beta,54.378,104.689,3.381,80.547,4.567,34.553,2,0
PRD-012,Line Gamma,26.096,34.611,4.264,28.479,6.231,29.972,2,0
PRD-019,Line Alpha,54.228,52.21,11.348,57.725,1.249,73.342,2,0
PRD-004,Line Beta,31.912,29.858,8.339,43.59,5.38,62.273,2,0
PRD-004,Line Gamma,45.904,104.188,9.76,38.612,4.631,67.921,3,0
PRD-020,Line Alpha,51.987,54.818,8.918,65.824,0.758,88.214,2,0
PRD-019,Line Beta,49.988,59.489,4.453,40.207,3.283,60.166,3,0
PRD-004,Line Beta,17.413,91.06,5.085,65.26,1.001,81.918,3,0
PRD-018,Line Gamma,53.506,111.317,13.399,75.769,6.483,20.271,3,1
PRD-003,Line Gamma,31.627,66.99,14.318,92.875,1.204,49.208,2,1
PRD-010,Line Beta,15.803,74.446,14.992,35.116,4.005,80.668,1,0
PRD-002,Line Beta,18.468,25.311,13.428,90.349,0.64,52.181,3,0
PRD-017,Line Alpha,31.584,31.255,10.259,29.029,1.437,65.043,3,0
PRD-002,Line Beta,22.034,86.69,6.535,51.082,1.968,88.632,2,0
